# steering, torque, engine_velocity, vehicle_velocity
-2.799926999999999833e+00,-2.000000000000000000e+01,1.232000000000000000e+03,1.746999900000000139e+01
-2.799926999999999833e+00,-2.000000000000000000e+01,1.200000000000000000e+03,1.746999900000000139e+01
-2.599975999999999843e+00,-2.000000000000000000e+01,1.200000000000000000e+03,1.746999900000000139e+01
-2.599975999999999843e+00,-2.000000000000000000e+01,1.196000000000000000e+03,1.746999900000000139e+01
-2.400024000000000157e+00,-2.000000000000000000e+01,1.196000000000000000e+03,1.730999900000000125e+01
-2.400024000000000157e+00,-2.000000000000000000e+01,1.196000000000000000e+03,1.730999900000000125e+01
-6.999509999999999899e-01,-2.000000000000000000e+01,1.210000000000000000e+03,1.712999900000000153e+01
-6.999509999999999899e-01,-2.000000000000000000e+01,1.210000000000000000e+03,1.712999900000000153e+01
-5.999759999999999538e-01,-2.000000000000000000e+01,1.190000000000000000e+03,1.701999999999999957e+01
-5.999759999999999538e-01,-2.000000000000000000e+01,1.190000000000000000e+03,1.701999999999999957e+01
-1.599976000000000065e+00,-2.000000000000000000e+01,1.164000000000000000e+03,1.687999900000000153e+01
-1.599976000000000065e+00,-2.000000000000000000e+01,1.164000000000000000e+03,1.687999900000000153e+01
-1.599976000000000065e+00,-2.000000000000000000e+01,1.176000000000000000e+03,1.680999900000000125e+01
-1.599976000000000065e+00,-2.000000000000000000e+01,1.176000000000000000e+03,1.680999900000000125e+01
-9.000240000000000462e-01,-2.000000000000000000e+01,1.176000000000000000e+03,1.673000000000000043e+01
-9.000240000000000462e-01,-2.000000000000000000e+01,1.176000000000000000e+03,1.673000000000000043e+01
-9.997599999999999543e-02,-2.000000000000000000e+01,1.148000000000000000e+03,1.657000000000000028e+01
-9.997599999999999543e-02,-2.000000000000000000e+01,1.148000000000000000e+03,1.657000000000000028e+01
9.997599999999999543e-02,-2.000000000000000000e+01,1.142000000000000000e+03,1.641000000000000014e+01
9.997599999999999543e-02,-2.000000000000000000e+01,1.142000000000000000e+03,1.641000000000000014e+01
0.000000000000000000e+00,-2.000000000000000000e+01,1.150000000000000000e+03,1.641000000000000014e+01
0.000000000000000000e+00,-2.000000000000000000e+01,1.150000000000000000e+03,1.641000000000000014e+01
-1.299927000000000055e+00,-2.000000000000000000e+01,1.148000000000000000e+03,1.636999899999999997e+01
-1.299927000000000055e+00,-2.000000000000000000e+01,1.148000000000000000e+03,1.636999899999999997e+01
-1.599976000000000065e+00,-2.000000000000000000e+01,1.126000000000000000e+03,1.623999999999999844e+01
-1.599976000000000065e+00,-2.000000000000000000e+01,1.126000000000000000e+03,1.623999999999999844e+01
-1.000000000000000000e+00,-2.000000000000000000e+01,1.114000000000000000e+03,1.605999900000000125e+01
-1.000000000000000000e+00,-2.000000000000000000e+01,1.114000000000000000e+03,1.605999900000000125e+01
-9.000240000000000462e-01,-2.000000000000000000e+01,1.108000000000000000e+03,1.585999999999999943e+01
-9.000240000000000462e-01,-2.000000000000000000e+01,1.108000000000000000e+03,1.585999999999999943e+01
-6.999509999999999899e-01,-2.000000000000000000e+01,1.070000000000000000e+03,1.542999900000000046e+01
-6.999509999999999899e-01,-2.000000000000000000e+01,1.070000000000000000e+03,1.542999900000000046e+01
-4.000239999999999907e-01,-2.000000000000000000e+01,1.026000000000000000e+03,1.502999999999999936e+01
-4.000239999999999907e-01,-2.000000000000000000e+01,1.026000000000000000e+03,1.502999999999999936e+01
4.000239999999999907e-01,-2.000000000000000000e+01,9.780000000000000000e+02,1.448000000000000043e+01
4.000239999999999907e-01,-2.000000000000000000e+01,9.780000000000000000e+02,1.448000000000000043e+01
2.400024000000000157e+00,-2.000000000000000000e+01,9.520000000000000000e+02,1.388000000000000078e+01
2.400024000000000157e+00,-2.000000000000000000e+01,9.520000000000000000e+02,1.388000000000000078e+01
4.599975999999999843e+00,-1.900000000000000000e+01,9.160000000000000000e+02,1.328999999999999915e+01
4.599975999999999843e+00,-1.900000000000000000e+01,9.160000000000000000e+02,1.328999999999999915e+01
6.599975999999999843e+00,-1.900000000000000000e+01,8.740000000000000000e+02,1.280999899999999947e+01
6.599975999999999843e+00,-1.900000000000000000e+01,8.740000000000000000e+02,1.280999899999999947e+01
7.599975999999999843e+00,-1.800000000000000000e+01,8.440000000000000000e+02,1.241999999999999993e+01
7.599975999999999843e+00,-1.800000000000000000e+01,8.440000000000000000e+02,1.241999999999999993e+01
7.599975999999999843e+00,-1.900000000000000000e+01,8.300000000000000000e+02,1.209999900000000039e+01
7.599975999999999843e+00,-1.900000000000000000e+01,8.300000000000000000e+02,1.209999900000000039e+01
7.500000000000000000e+00,-1.300000000000000000e+01,8.140000000000000000e+02,1.180000000000000071e+01
7.500000000000000000e+00,-1.300000000000000000e+01,8.140000000000000000e+02,1.180000000000000071e+01
7.400024000000000157e+00,-9.000000000000000000e+00,8.020000000000000000e+02,1.155999899999999947e+01
7.400024000000000157e+00,-9.000000000000000000e+00,8.020000000000000000e+02,1.155999899999999947e+01
6.700072999999999723e+00,-3.000000000000000000e+00,7.940000000000000000e+02,1.128999999999999915e+01
6.700072999999999723e+00,-3.000000000000000000e+00,7.940000000000000000e+02,1.128999999999999915e+01
6.400024000000000157e+00,5.000000000000000000e+00,7.900000000000000000e+02,1.105000000000000071e+01
6.400024000000000157e+00,5.000000000000000000e+00,7.900000000000000000e+02,1.105000000000000071e+01
6.400024000000000157e+00,1.300000000000000000e+01,7.920000000000000000e+02,1.083000000000000007e+01
6.400024000000000157e+00,1.300000000000000000e+01,7.920000000000000000e+02,1.083000000000000007e+01
6.300048999999999566e+00,1.700000000000000000e+01,7.900000000000000000e+02,1.071000000000000085e+01
6.300048999999999566e+00,1.700000000000000000e+01,7.900000000000000000e+02,1.071000000000000085e+01
6.000000000000000000e+00,2.300000000000000000e+01,7.880000000000000000e+02,1.050000000000000000e+01
6.000000000000000000e+00,2.300000000000000000e+01,7.880000000000000000e+02,1.050000000000000000e+01
4.900024000000000157e+00,2.500000000000000000e+01,8.080000000000000000e+02,1.027999999999999936e+01
4.900024000000000157e+00,2.500000000000000000e+01,8.080000000000000000e+02,1.027999999999999936e+01
1.500000000000000000e+00,2.600000000000000000e+01,8.140000000000000000e+02,9.980000000000000426e+00
1.500000000000000000e+00,2.600000000000000000e+01,8.140000000000000000e+02,9.980000000000000426e+00
-1.599976000000000065e+00,2.500000000000000000e+01,8.240000000000000000e+02,9.719998999999999612e+00
-1.599976000000000065e+00,2.500000000000000000e+01,8.240000000000000000e+02,9.719998999999999612e+00
-2.099975999999999843e+00,2.300000000000000000e+01,8.380000000000000000e+02,9.439999999999999503e+00
-2.099975999999999843e+00,2.300000000000000000e+01,8.380000000000000000e+02,9.439999999999999503e+00
-2.099975999999999843e+00,2.200000000000000000e+01,8.360000000000000000e+02,9.089999999999999858e+00
-2.099975999999999843e+00,2.200000000000000000e+01,8.360000000000000000e+02,9.089999999999999858e+00
-2.099975999999999843e+00,2.600000000000000000e+01,8.320000000000000000e+02,8.689999999999999503e+00
-2.099975999999999843e+00,2.600000000000000000e+01,8.320000000000000000e+02,8.689999999999999503e+00
-2.400024000000000157e+00,2.700000000000000000e+01,8.480000000000000000e+02,8.349999000000000393e+00
-2.400024000000000157e+00,2.700000000000000000e+01,8.480000000000000000e+02,8.349999000000000393e+00
-2.799926999999999833e+00,2.600000000000000000e+01,8.440000000000000000e+02,7.980000000000000426e+00
-2.799926999999999833e+00,2.600000000000000000e+01,8.440000000000000000e+02,7.980000000000000426e+00
-2.900024000000000157e+00,2.900000000000000000e+01,8.580000000000000000e+02,7.629999999999999893e+00
-2.900024000000000157e+00,2.900000000000000000e+01,8.580000000000000000e+02,7.629999999999999893e+00
-3.099975999999999843e+00,2.800000000000000000e+01,8.500000000000000000e+02,7.299999999999999822e+00
-3.099975999999999843e+00,2.800000000000000000e+01,8.500000000000000000e+02,7.299999999999999822e+00
-3.099975999999999843e+00,2.900000000000000000e+01,8.640000000000000000e+02,6.879999999999999893e+00
-3.099975999999999843e+00,2.900000000000000000e+01,8.640000000000000000e+02,6.879999999999999893e+00
-3.099975999999999843e+00,3.100000000000000000e+01,8.680000000000000000e+02,6.549999999999999822e+00
-3.099975999999999843e+00,3.100000000000000000e+01,8.680000000000000000e+02,6.549999999999999822e+00
-3.099975999999999843e+00,2.800000000000000000e+01,8.780000000000000000e+02,6.179999999999999716e+00
-3.099975999999999843e+00,2.800000000000000000e+01,8.780000000000000000e+02,6.179999999999999716e+00
-3.099975999999999843e+00,2.700000000000000000e+01,8.780000000000000000e+02,5.740000000000000213e+00
-3.099975999999999843e+00,2.700000000000000000e+01,8.840000000000000000e+02,5.740000000000000213e+00
-3.099975999999999843e+00,2.600000000000000000e+01,8.840000000000000000e+02,5.349999999999999645e+00
-3.099975999999999843e+00,2.600000000000000000e+01,8.880000000000000000e+02,5.349999999999999645e+00
-3.099975999999999843e+00,2.500000000000000000e+01,8.880000000000000000e+02,4.889999999999999680e+00
-3.099975999999999843e+00,2.500000000000000000e+01,8.900000000000000000e+02,4.889999999999999680e+00
-3.099975999999999843e+00,2.400000000000000000e+01,8.900000000000000000e+02,4.429999999999999716e+00
-3.099975999999999843e+00,2.400000000000000000e+01,8.860000000000000000e+02,4.429999999999999716e+00
-3.099975999999999843e+00,2.400000000000000000e+01,8.860000000000000000e+02,3.950000000000000178e+00
-3.099975999999999843e+00,2.400000000000000000e+01,8.800000000000000000e+02,3.950000000000000178e+00
-3.099975999999999843e+00,2.800000000000000000e+01,8.800000000000000000e+02,3.509999999999999787e+00
-3.099975999999999843e+00,2.800000000000000000e+01,8.760000000000000000e+02,3.509999999999999787e+00
-3.099975999999999843e+00,2.500000000000000000e+01,8.760000000000000000e+02,3.049999999999999822e+00
-3.099975999999999843e+00,2.500000000000000000e+01,8.920000000000000000e+02,3.049999999999999822e+00
-3.099975999999999843e+00,2.000000000000000000e+01,8.920000000000000000e+02,2.549999999999999822e+00
-3.099975999999999843e+00,2.000000000000000000e+01,8.960000000000000000e+02,2.549999999999999822e+00
-3.099975999999999843e+00,1.900000000000000000e+01,8.960000000000000000e+02,2.160000000000000142e+00
-3.099975999999999843e+00,1.900000000000000000e+01,8.940000000000000000e+02,2.160000000000000142e+00
-3.099975999999999843e+00,1.800000000000000000e+01,8.940000000000000000e+02,1.739999999999999991e+00
-3.099975999999999843e+00,1.800000000000000000e+01,8.900000000000000000e+02,1.739999999999999991e+00
-3.099975999999999843e+00,1.900000000000000000e+01,8.900000000000000000e+02,1.270000000000000018e+00
-3.099975999999999843e+00,1.900000000000000000e+01,8.880000000000000000e+02,1.270000000000000018e+00
-3.099975999999999843e+00,1.800000000000000000e+01,8.880000000000000000e+02,9.599999999999999645e-01
-3.099975999999999843e+00,1.800000000000000000e+01,8.860000000000000000e+02,9.599999999999999645e-01
-3.099975999999999843e+00,1.700000000000000000e+01,8.860000000000000000e+02,6.400000000000000133e-01
-3.099975999999999843e+00,1.700000000000000000e+01,8.860000000000000000e+02,6.400000000000000133e-01
-3.099975999999999843e+00,1.600000000000000000e+01,8.860000000000000000e+02,4.899999999999999911e-01
-3.099975999999999843e+00,1.600000000000000000e+01,8.780000000000000000e+02,4.899999999999999911e-01
-3.099975999999999843e+00,1.600000000000000000e+01,8.780000000000000000e+02,3.800000000000000044e-01
-3.099975999999999843e+00,1.600000000000000000e+01,8.720000000000000000e+02,3.800000000000000044e-01
-3.099975999999999843e+00,1.800000000000000000e+01,8.720000000000000000e+02,2.999999999999999889e-01
-3.099975999999999843e+00,1.800000000000000000e+01,8.600000000000000000e+02,2.999999999999999889e-01
-3.099975999999999843e+00,1.800000000000000000e+01,8.600000000000000000e+02,2.399999999999999911e-01
-3.099975999999999843e+00,1.800000000000000000e+01,8.520000000000000000e+02,2.399999999999999911e-01
-3.099975999999999843e+00,2.000000000000000000e+01,8.520000000000000000e+02,2.099999999999999922e-01
-3.099975999999999843e+00,2.000000000000000000e+01,8.440000000000000000e+02,2.099999999999999922e-01
-3.099975999999999843e+00,2.000000000000000000e+01,8.440000000000000000e+02,2.099999999999999922e-01
-3.099975999999999843e+00,2.000000000000000000e+01,8.440000000000000000e+02,1.799999999999999933e-01
-3.099975999999999843e+00,2.000000000000000000e+01,8.440000000000000000e+02,1.799999999999999933e-01
-3.099975999999999843e+00,2.000000000000000000e+01,8.400000000000000000e+02,1.600000000000000033e-01
-3.099975999999999843e+00,1.900000000000000000e+01,8.400000000000000000e+02,1.600000000000000033e-01
-3.099975999999999843e+00,1.900000000000000000e+01,8.360000000000000000e+02,1.400000000000000133e-01
-3.099975999999999843e+00,1.900000000000000000e+01,8.360000000000000000e+02,1.400000000000000133e-01
-3.099975999999999843e+00,1.900000000000000000e+01,8.360000000000000000e+02,1.300000000000000044e-01
-3.099975999999999843e+00,1.700000000000000000e+01,8.360000000000000000e+02,1.300000000000000044e-01
-3.099975999999999843e+00,1.700000000000000000e+01,8.280000000000000000e+02,1.199999999999999956e-01
-3.099975999999999843e+00,1.600000000000000000e+01,8.280000000000000000e+02,1.199999999999999956e-01
-3.099975999999999843e+00,1.600000000000000000e+01,8.240000000000000000e+02,0.000000000000000000e+00
-2.900024000000000157e+00,1.700000000000000000e+01,8.240000000000000000e+02,0.000000000000000000e+00
-2.900024000000000157e+00,1.700000000000000000e+01,8.200000000000000000e+02,0.000000000000000000e+00
-2.599975999999999843e+00,1.900000000000000000e+01,8.200000000000000000e+02,0.000000000000000000e+00
-2.599975999999999843e+00,1.900000000000000000e+01,8.140000000000000000e+02,0.000000000000000000e+00
-2.400024000000000157e+00,1.500000000000000000e+01,8.140000000000000000e+02,0.000000000000000000e+00
-2.400024000000000157e+00,1.500000000000000000e+01,8.080000000000000000e+02,0.000000000000000000e+00
-2.099975999999999843e+00,1.900000000000000000e+01,8.080000000000000000e+02,0.000000000000000000e+00
-2.099975999999999843e+00,1.900000000000000000e+01,7.940000000000000000e+02,0.000000000000000000e+00
-2.099975999999999843e+00,2.600000000000000000e+01,7.940000000000000000e+02,0.000000000000000000e+00
-2.099975999999999843e+00,2.600000000000000000e+01,7.780000000000000000e+02,0.000000000000000000e+00
-2.099975999999999843e+00,3.000000000000000000e+01,7.780000000000000000e+02,0.000000000000000000e+00
-2.099975999999999843e+00,3.000000000000000000e+01,7.820000000000000000e+02,0.000000000000000000e+00
-1.900023999999999935e+00,3.000000000000000000e+01,7.820000000000000000e+02,0.000000000000000000e+00
-1.900023999999999935e+00,3.000000000000000000e+01,7.940000000000000000e+02,0.000000000000000000e+00
-1.900023999999999935e+00,2.200000000000000000e+01,7.940000000000000000e+02,0.000000000000000000e+00
-1.900023999999999935e+00,2.200000000000000000e+01,7.940000000000000000e+02,0.000000000000000000e+00
-1.900023999999999935e+00,1.900000000000000000e+01,7.940000000000000000e+02,0.000000000000000000e+00
-1.900023999999999935e+00,1.900000000000000000e+01,7.920000000000000000e+02,0.000000000000000000e+00
-1.900023999999999935e+00,1.600000000000000000e+01,7.920000000000000000e+02,0.000000000000000000e+00
-1.900023999999999935e+00,1.600000000000000000e+01,7.900000000000000000e+02,0.000000000000000000e+00
-1.900023999999999935e+00,7.000000000000000000e+00,7.900000000000000000e+02,0.000000000000000000e+00
-1.900023999999999935e+00,7.000000000000000000e+00,7.160000000000000000e+02,0.000000000000000000e+00
-1.900023999999999935e+00,-2.200000000000000000e+01,7.160000000000000000e+02,0.000000000000000000e+00
-1.900023999999999935e+00,-2.200000000000000000e+01,5.360000000000000000e+02,0.000000000000000000e+00
-1.900023999999999935e+00,-4.600000000000000000e+01,5.360000000000000000e+02,0.000000000000000000e+00
-1.900023999999999935e+00,-4.600000000000000000e+01,4.320000000000000000e+02,0.000000000000000000e+00
-1.900023999999999935e+00,-4.300000000000000000e+01,4.320000000000000000e+02,0.000000000000000000e+00
-1.900023999999999935e+00,-4.300000000000000000e+01,3.260000000000000000e+02,0.000000000000000000e+00
-1.900023999999999935e+00,-4.100000000000000000e+01,3.260000000000000000e+02,0.000000000000000000e+00
-1.900023999999999935e+00,-4.100000000000000000e+01,1.860000000000000000e+02,0.000000000000000000e+00
-1.900023999999999935e+00,-4.100000000000000000e+01,1.860000000000000000e+02,0.000000000000000000e+00
-1.900023999999999935e+00,-4.100000000000000000e+01,1.260000000000000000e+02,0.000000000000000000e+00
-1.900023999999999935e+00,-4.000000000000000000e+01,1.260000000000000000e+02,0.000000000000000000e+00
-1.900023999999999935e+00,-4.000000000000000000e+01,8.600000000000000000e+01,0.000000000000000000e+00
-1.900023999999999935e+00,-4.000000000000000000e+01,8.600000000000000000e+01,0.000000000000000000e+00
-1.900023999999999935e+00,-4.000000000000000000e+01,7.600000000000000000e+01,0.000000000000000000e+00
-1.900023999999999935e+00,-4.000000000000000000e+01,7.600000000000000000e+01,0.000000000000000000e+00
-1.900023999999999935e+00,-4.000000000000000000e+01,6.600000000000000000e+01,0.000000000000000000e+00
-2.099975999999999843e+00,-4.000000000000000000e+01,6.600000000000000000e+01,0.000000000000000000e+00
-2.099975999999999843e+00,-4.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.099975999999999843e+00,-4.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.099975999999999843e+00,-4.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.099975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.099975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.099975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.099975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.099975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.099975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.099975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.099975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.900023999999999935e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.900023999999999935e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.900023999999999935e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.900023999999999935e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.099975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.099975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.900023999999999935e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.900023999999999935e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.900023999999999935e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.900023999999999935e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.900023999999999935e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.900023999999999935e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.900023999999999935e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-1.900023999999999935e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.099975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.099975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.400024000000000157e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.400024000000000157e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.599975999999999843e+00,-3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
